ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
89733,40-64,female,minority,20-29y,high school,middle class,0.5699592118675274,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,1,0.0
990622,26-39,female,majority,10-19y,high school,working class,0.534190231206679,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,1,1,0.0
818496,40-64,female,minority,0-9y,none,working class,0.3849335152383037,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,1.0
922995,65+,male,majority,20-29y,university,upper class,0.6635072908618659,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,4,1,0,0.0
89035,16-25,male,majority,0-9y,high school,working class,0.4344695144898065,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
552826,16-25,male,majority,0-9y,university,poverty,0.4850689156287118,0.0,before 2015,0.0,0.0,32765,,sedan,0,0,0,1.0
524309,65+,male,majority,30y+,high school,upper class,0.6288688479239029,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,1,4,0.0
322348,40-64,male,majority,20-29y,university,upper class,0.6598529281195319,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,6,2,2,0.0
828938,40-64,female,majority,0-9y,none,working class,0.4167492589952589,0.0,before 2015,0.0,1.0,10238,17000.0,sedan,0,0,0,1.0
104053,65+,female,majority,20-29y,high school,upper class,0.5488618922373868,1.0,after 2015,1.0,1.0,10238,,sedan,1,0,0,0.0
29709,16-25,male,majority,0-9y,university,middle class,0.3944761217596779,1.0,before 2015,0.0,0.0,21217,20000.0,sedan,0,0,0,1.0
491694,26-39,female,majority,0-9y,university,upper class,,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
946001,65+,male,minority,30y+,none,upper class,0.6292680762134109,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,4,0,1,0.0
488136,40-64,male,majority,20-29y,university,upper class,0.6191711566143016,1.0,before 2015,0.0,1.0,92101,17000.0,sedan,0,0,0,0.0
684569,40-64,female,majority,0-9y,high school,poverty,0.4012988307736721,0.0,after 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,0.0
865298,26-39,female,majority,10-19y,high school,upper class,0.5878164279910353,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,1,0.0
407674,26-39,male,majority,10-19y,none,working class,0.3560409251402424,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,0,1.0
859498,40-64,male,minority,20-29y,none,upper class,0.527389827404154,1.0,after 2015,1.0,1.0,10238,,sedan,1,0,4,0.0
991422,26-39,female,majority,10-19y,high school,upper class,0.5766352409748202,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,1,0,0,0.0
146433,16-25,female,majority,0-9y,high school,working class,0.5188806690341378,1.0,after 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,1.0
984779,26-39,male,majority,10-19y,high school,middle class,0.4979605061732534,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,0.0
660455,26-39,female,majority,10-19y,none,poverty,0.3689831549666999,1.0,before 2015,0.0,0.0,10238,19000.0,sedan,0,0,0,0.0
391401,65+,female,majority,0-9y,high school,upper class,0.4385062570849869,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
317838,40-64,male,majority,10-19y,university,upper class,0.618652049923338,1.0,before 2015,1.0,1.0,10238,,sedan,1,1,1,0.0
535501,16-25,female,majority,0-9y,high school,working class,0.4113308210947536,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,1.0
20059,65+,female,majority,30y+,none,upper class,0.6738651478544592,1.0,before 2015,1.0,1.0,92101,9000.0,sedan,4,0,1,0.0
973965,65+,female,majority,20-29y,high school,upper class,0.7841761491780819,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,5,2,2,0.0
514190,40-64,female,majority,20-29y,high school,middle class,0.7025510033929494,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,2,0,1,0.0
740156,16-25,female,majority,0-9y,high school,working class,0.4639093320448193,1.0,after 2015,0.0,0.0,32765,,sedan,0,0,0,0.0
552233,26-39,male,majority,10-19y,university,middle class,0.4593448205053224,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,2,0.0
218598,40-64,male,majority,20-29y,university,middle class,0.4501764104829549,0.0,after 2015,1.0,0.0,10238,12000.0,sedan,5,1,0,0.0
541501,40-64,male,majority,20-29y,none,upper class,0.5745345027912376,1.0,after 2015,0.0,1.0,10238,16000.0,sedan,1,0,0,0.0
415873,40-64,female,minority,20-29y,high school,middle class,0.5385077709353471,0.0,after 2015,1.0,1.0,32765,8000.0,sedan,2,2,0,0.0
585246,26-39,male,majority,0-9y,none,poverty,0.4654753521335883,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
546758,26-39,female,majority,10-19y,high school,working class,0.4201928308169212,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
840643,40-64,female,majority,20-29y,university,upper class,0.4376431157751824,0.0,after 2015,0.0,1.0,32765,12000.0,sedan,2,1,1,0.0
450881,16-25,female,majority,0-9y,none,poverty,0.3812082678489889,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,1.0
73432,16-25,female,majority,0-9y,high school,poverty,0.3035289246474821,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
747616,26-39,female,majority,10-19y,high school,working class,0.4301818574429716,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
48592,26-39,male,majority,10-19y,university,working class,0.506732545026241,0.0,before 2015,0.0,0.0,10238,,sedan,0,3,2,0.0
200283,16-25,female,majority,0-9y,university,middle class,,0.0,before 2015,0.0,1.0,32765,10000.0,sports car,0,0,0,0.0
921070,26-39,male,majority,0-9y,none,working class,0.4697749576369592,1.0,before 2015,0.0,0.0,10238,19000.0,sedan,0,0,0,0.0
484360,26-39,male,majority,0-9y,none,working class,0.2534741413097929,0.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0
70060,65+,male,majority,20-29y,high school,upper class,0.6210470840406783,1.0,before 2015,1.0,1.0,92101,8000.0,sedan,2,0,2,0.0
638240,26-39,female,majority,0-9y,high school,upper class,0.5797370090434051,1.0,after 2015,1.0,1.0,10238,8000.0,sports car,0,0,0,0.0
898555,16-25,female,majority,0-9y,high school,working class,,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0.0
120348,65+,female,majority,20-29y,high school,upper class,0.6519143421966002,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,3,0,2,0.0
312187,40-64,male,majority,20-29y,high school,upper class,0.5416101074040922,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,1,3,0.0
910614,40-64,female,majority,10-19y,university,upper class,0.6467628274201614,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,2,0,0,0.0
143654,16-25,female,majority,0-9y,high school,poverty,0.3190805295725597,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
451269,40-64,female,majority,10-19y,high school,upper class,0.5463428377961653,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0
259022,16-25,female,majority,0-9y,high school,poverty,0.4339484168182728,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0
261229,16-25,male,majority,0-9y,university,working class,0.468671965728324,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,1.0
546719,40-64,male,majority,10-19y,high school,working class,0.2516227091679711,0.0,before 2015,1.0,1.0,10238,12000.0,sports car,2,1,1,0.0
232232,65+,male,majority,30y+,none,upper class,0.4543733814127589,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,6,2,4,0.0
72969,65+,male,majority,30y+,university,upper class,0.6570964106240255,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,6,1,4,0.0
379938,26-39,male,majority,10-19y,university,middle class,0.3046446613416892,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,1,2,0.0
780469,65+,male,majority,10-19y,university,upper class,0.5140602918684554,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,2,0.0
822043,16-25,female,majority,0-9y,high school,poverty,0.3873153451347576,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,1.0
846902,40-64,male,minority,20-29y,high school,upper class,0.5012016464960637,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,3,0,7,0.0
91308,26-39,male,majority,10-19y,high school,working class,0.2837396402134595,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,2,1,0,1.0
963384,16-25,male,majority,0-9y,high school,poverty,0.0608666163116088,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
26675,40-64,male,majority,0-9y,none,working class,0.5083822971617667,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0
360122,65+,female,majority,20-29y,university,upper class,0.5491678163041861,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,2,1,4,0.0
47371,16-25,male,majority,0-9y,none,poverty,0.3051565612258199,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1.0
584002,40-64,female,majority,20-29y,university,upper class,0.7046155222232331,0.0,after 2015,0.0,0.0,10238,14000.0,sedan,3,2,1,0.0
25415,16-25,male,minority,0-9y,none,poverty,0.2550047453401925,0.0,before 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,1.0
773662,16-25,male,majority,0-9y,high school,working class,0.4583882344634534,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0
134867,40-64,female,majority,20-29y,high school,upper class,0.6361889069881509,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,3,0,1,0.0
141139,40-64,female,majority,20-29y,none,working class,0.4365646440226504,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,3,0,0,0.0
305620,40-64,male,majority,10-19y,university,upper class,0.4858537578944799,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,1,0,2,0.0
322955,40-64,male,minority,20-29y,high school,upper class,0.6878227089063427,1.0,after 2015,1.0,1.0,32765,,sedan,7,0,1,0.0
639748,26-39,male,minority,10-19y,high school,working class,0.3455897322871251,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,2,0,0,0.0
989398,40-64,male,majority,20-29y,high school,middle class,0.6054595518727779,1.0,before 2015,1.0,1.0,10238,,sedan,2,0,3,0.0
608987,16-25,female,majority,0-9y,high school,working class,0.3607003088952675,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0
233196,16-25,male,majority,0-9y,high school,poverty,0.2996793845170889,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
944066,26-39,male,majority,10-19y,university,working class,0.5086395791958668,0.0,before 2015,1.0,0.0,92101,15000.0,sedan,1,1,0,1.0
665382,65+,female,minority,30y+,high school,upper class,0.72684786771411,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,3,1,3,0.0
284495,16-25,male,majority,0-9y,high school,poverty,0.2960347840578989,0.0,before 2015,1.0,1.0,92101,,sedan,0,0,0,1.0
830632,26-39,male,majority,0-9y,university,middle class,,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
963672,40-64,female,majority,10-19y,high school,middle class,0.5866035370674517,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,3,0,0,0.0
641980,65+,male,majority,10-19y,university,upper class,0.6734804510741489,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,3,0,0,0.0
11018,65+,female,majority,0-9y,university,upper class,0.4970074849755552,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
217086,26-39,female,majority,10-19y,high school,upper class,0.5835763192486061,1.0,before 2015,1.0,0.0,10238,,sedan,0,0,0,0.0
611173,65+,female,majority,20-29y,university,upper class,0.6585698019422619,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,3,0.0
694933,26-39,female,majority,10-19y,none,poverty,0.3912789861842823,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,1,0.0
26345,65+,female,majority,30y+,high school,upper class,0.6428133273417873,1.0,after 2015,1.0,0.0,92101,14000.0,sedan,1,0,1,0.0
330143,26-39,female,minority,10-19y,university,upper class,0.734556255792773,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,1,0,0.0
808297,40-64,female,majority,20-29y,university,upper class,0.6313729366403598,1.0,before 2015,1.0,1.0,10238,,sedan,1,0,1,0.0
415637,26-39,male,majority,10-19y,university,working class,0.4983825512750024,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
971853,40-64,female,majority,0-9y,university,upper class,0.4779413604921918,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,1.0
735333,40-64,male,majority,20-29y,high school,working class,0.2948824952892714,0.0,before 2015,0.0,0.0,32765,10000.0,sedan,4,1,4,1.0
432813,16-25,female,majority,0-9y,high school,working class,0.4625574363413208,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
36679,40-64,male,majority,20-29y,university,upper class,0.6388669977066651,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,3,1,2,0.0
576658,26-39,female,majority,10-19y,university,upper class,0.5389912469775955,0.0,before 2015,0.0,0.0,92101,13000.0,sedan,2,0,0,0.0
330068,40-64,male,majority,0-9y,high school,middle class,0.5163285208384004,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
452079,26-39,female,minority,10-19y,university,middle class,,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0
439225,65+,female,majority,30y+,none,upper class,0.6377627271910699,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,9,0.0
725883,40-64,female,majority,10-19y,university,upper class,0.4715767933840966,1.0,before 2015,1.0,1.0,92101,12000.0,sedan,0,1,0,0.0
285141,26-39,female,majority,10-19y,high school,middle class,0.499490214856176,0.0,before 2015,0.0,0.0,32765,14000.0,sedan,2,1,0,1.0
42523,26-39,male,majority,0-9y,none,poverty,0.3287658323985594,1.0,before 2015,0.0,0.0,32765,16000.0,sedan,0,0,0,1.0
164865,16-25,male,majority,0-9y,none,poverty,0.5574101037418253,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
323834,40-64,male,majority,10-19y,high school,upper class,0.2877153322616216,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,2,2,2,1.0
285723,26-39,female,majority,0-9y,high school,upper class,0.4657986319958903,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
985849,65+,male,majority,30y+,high school,upper class,0.6297590500937804,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,3,0.0
422469,40-64,male,majority,0-9y,university,upper class,0.5927760862888297,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,1.0
54618,65+,male,minority,30y+,none,upper class,0.5764772088664449,1.0,after 2015,1.0,1.0,10238,,sedan,4,0,4,0.0
393449,26-39,female,majority,10-19y,high school,middle class,,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,2,0,0,0.0
50666,40-64,male,majority,20-29y,high school,upper class,0.5029862773740448,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,6,1,4,0.0
427060,65+,female,majority,30y+,university,upper class,0.6074660885575695,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,1,1,0.0
372241,40-64,male,majority,20-29y,university,upper class,0.5180075154458785,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,2,0,3,0.0
862250,26-39,male,majority,10-19y,none,working class,0.5073589954159113,1.0,after 2015,0.0,0.0,10238,11000.0,sedan,0,0,3,0.0
541154,26-39,female,majority,10-19y,high school,working class,0.3805117338808333,1.0,before 2015,0.0,1.0,10238,17000.0,sedan,1,0,0,0.0
434797,16-25,male,minority,0-9y,none,poverty,0.2275536836669774,0.0,before 2015,0.0,1.0,32765,10000.0,sports car,0,0,0,1.0
548681,40-64,male,majority,20-29y,none,middle class,0.2281286996504181,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,8,2,2,0.0
941777,40-64,female,majority,20-29y,high school,working class,0.4109175056751442,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
267774,65+,male,majority,30y+,high school,upper class,0.670471256855814,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,9,1,2,0.0
843937,16-25,male,majority,0-9y,high school,working class,0.2975222670804213,1.0,before 2015,1.0,0.0,32765,5000.0,sports car,0,0,0,1.0
840397,26-39,female,majority,10-19y,university,middle class,0.584909082765056,0.0,after 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,0.0
533949,40-64,male,majority,10-19y,high school,middle class,0.4323039303974849,1.0,before 2015,0.0,1.0,10238,10000.0,sports car,0,0,0,0.0
218077,16-25,male,minority,0-9y,none,working class,0.4869862166163174,0.0,before 2015,0.0,0.0,92101,,sedan,0,0,0,0.0
906662,40-64,male,majority,20-29y,high school,working class,0.3422852858892937,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,2,1,5,0.0
634221,40-64,female,majority,10-19y,university,middle class,0.4413140198212281,0.0,before 2015,1.0,1.0,10238,10000.0,sports car,3,0,0,0.0
353731,40-64,male,minority,20-29y,none,middle class,0.3637436901420261,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,1,3,0.0
999554,65+,female,majority,10-19y,high school,upper class,0.7656532226479698,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0
504598,40-64,female,majority,20-29y,high school,middle class,0.502373184300184,0.0,after 2015,1.0,0.0,10238,9000.0,sedan,4,0,8,0.0
103803,40-64,female,majority,20-29y,university,middle class,0.5487357488819309,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,6,0,2,0.0
55900,26-39,male,minority,10-19y,high school,middle class,0.5753494379068445,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,1,0,1,0.0
836232,65+,male,majority,30y+,high school,working class,0.3332341041437076,0.0,before 2015,1.0,1.0,32765,,sedan,14,4,4,0.0
84677,40-64,female,majority,20-29y,university,middle class,,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,1,0,0.0
889355,26-39,female,majority,10-19y,university,upper class,0.7268184180645275,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,2,0,0,0.0
688717,26-39,female,majority,10-19y,high school,middle class,0.2800767357938031,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
17593,40-64,male,minority,20-29y,none,working class,0.4102665150087055,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,5,1,2,0.0
806364,40-64,female,majority,20-29y,university,upper class,0.6114283704412116,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,1,1,0.0
441379,40-64,male,minority,20-29y,university,upper class,0.4281630460871221,1.0,after 2015,1.0,1.0,10238,,sedan,3,0,4,0.0
389116,26-39,male,majority,10-19y,high school,upper class,0.6951160488766015,0.0,before 2015,0.0,1.0,32765,8000.0,sedan,3,0,3,1.0
168210,40-64,male,majority,20-29y,none,poverty,0.2467491275258395,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,3,0,2,0.0
927059,16-25,male,majority,0-9y,none,poverty,0.3449080748268442,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
726115,65+,female,majority,20-29y,high school,upper class,0.6388076527644454,1.0,before 2015,1.0,1.0,10238,,sedan,2,0,2,0.0
522113,40-64,male,majority,20-29y,high school,upper class,0.5322275447056913,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,2,3,0.0
502785,26-39,male,majority,10-19y,university,upper class,0.6892867128246558,1.0,before 2015,1.0,1.0,10238,7000.0,sports car,1,0,0,0.0
911304,40-64,male,minority,20-29y,none,poverty,0.2348220668046484,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,1,2,0.0
44855,16-25,female,majority,0-9y,none,poverty,0.5092867506873217,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0
475210,16-25,male,minority,0-9y,none,poverty,0.3190279628767566,0.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
613650,16-25,female,majority,0-9y,university,upper class,0.6531145655351576,1.0,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,1.0
888318,40-64,female,majority,10-19y,none,working class,0.5959348648028948,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,1,1,0.0
663098,65+,male,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,32765,,sedan,4,0,0,0.0
995133,40-64,female,majority,20-29y,high school,middle class,,0.0,after 2015,0.0,1.0,32765,13000.0,sedan,1,1,0,0.0
554627,40-64,male,majority,10-19y,high school,working class,0.4951027728901818,0.0,after 2015,1.0,0.0,32765,11000.0,sedan,3,0,1,1.0
595418,16-25,male,minority,0-9y,high school,working class,,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0
236599,26-39,male,majority,10-19y,high school,middle class,0.5897009791045345,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,3,0.0
656025,16-25,female,majority,0-9y,none,poverty,0.2748373257247578,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0
163402,65+,male,majority,0-9y,university,upper class,,1.0,after 2015,1.0,1.0,32765,,sedan,0,0,0,0.0
507289,65+,male,majority,10-19y,high school,upper class,0.7651678828229611,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,1,0,0.0
175876,16-25,male,minority,0-9y,none,poverty,0.330271506941183,0.0,after 2015,1.0,0.0,10238,,sedan,0,0,0,0.0
353313,26-39,female,majority,0-9y,university,upper class,,1.0,before 2015,1.0,1.0,32765,,sedan,0,0,0,0.0
207193,26-39,female,majority,10-19y,high school,upper class,0.5295190099246769,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,2,0,1,0.0
917746,40-64,male,majority,10-19y,university,upper class,0.6592149492799714,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
175635,26-39,female,majority,10-19y,high school,poverty,,0.0,before 2015,1.0,1.0,32765,5000.0,sedan,0,2,3,1.0
894489,26-39,male,majority,10-19y,high school,poverty,0.3575250227716036,0.0,before 2015,0.0,1.0,92101,15000.0,sedan,3,0,0,1.0
67595,26-39,female,majority,10-19y,high school,middle class,0.6215692547101925,0.0,before 2015,0.0,1.0,10238,17000.0,sedan,1,0,0,0.0
154719,16-25,female,majority,0-9y,high school,poverty,0.3497692618238182,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
872748,26-39,male,majority,0-9y,university,upper class,0.5085456984605072,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0
322984,65+,female,majority,0-9y,university,upper class,0.6785547828102435,1.0,after 2015,0.0,1.0,32765,13000.0,sedan,0,0,0,0.0
597762,26-39,male,majority,10-19y,university,middle class,0.4928317497912149,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
674553,26-39,male,majority,0-9y,high school,upper class,0.4996602604706936,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,0,0,0,0.0
235140,16-25,male,minority,0-9y,high school,working class,0.3720972606876065,0.0,before 2015,0.0,1.0,32765,14000.0,sedan,0,0,0,1.0
618741,40-64,female,minority,20-29y,high school,upper class,0.6539628846636596,1.0,before 2015,1.0,1.0,10238,14000.0,sports car,0,0,0,0.0
62951,40-64,male,majority,20-29y,high school,working class,0.4110413222229462,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,2,0,2,0.0
486983,26-39,female,majority,10-19y,none,working class,0.6165478094400887,0.0,after 2015,0.0,0.0,10238,16000.0,sedan,2,1,0,0.0
442801,16-25,female,majority,0-9y,high school,poverty,0.3082204398310873,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
799026,40-64,male,majority,10-19y,none,upper class,0.6782940746372796,1.0,after 2015,1.0,1.0,10238,8000.0,sports car,1,0,0,0.0
50734,16-25,female,majority,0-9y,none,poverty,0.3307771935047669,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,1.0
394032,26-39,male,majority,10-19y,university,upper class,0.5945312836311137,1.0,after 2015,1.0,0.0,10238,10000.0,sedan,3,0,1,0.0
634671,40-64,female,majority,20-29y,high school,middle class,0.5911684704162853,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,0.0
84921,40-64,female,majority,0-9y,none,working class,,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1.0
807325,16-25,female,majority,0-9y,none,poverty,,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
680525,40-64,male,majority,0-9y,university,upper class,0.6448330172196615,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
48440,26-39,male,majority,10-19y,none,poverty,0.2672586416644495,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,4,0,2,1.0
732301,16-25,female,minority,0-9y,none,poverty,0.3257717384502198,0.0,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,1.0
55603,40-64,male,majority,20-29y,high school,middle class,0.4716399096490579,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,1,1,2,0.0
836974,40-64,female,majority,10-19y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,1,0.0
456321,40-64,female,majority,0-9y,none,poverty,0.417725758286916,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,1.0
878696,16-25,male,majority,0-9y,university,working class,0.3784484074982317,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
736366,65+,female,majority,30y+,university,upper class,0.5666769166615836,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,5,1,1,0.0
476601,40-64,female,majority,0-9y,high school,poverty,0.41263478024781,0.0,before 2015,1.0,1.0,10238,9000.0,sports car,0,0,0,0.0
734863,65+,female,majority,30y+,high school,upper class,0.6138910760024067,1.0,after 2015,1.0,1.0,10238,,sedan,2,0,0,0.0
235587,16-25,male,majority,0-9y,high school,poverty,0.2973443300516102,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
388410,16-25,female,majority,0-9y,none,poverty,,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,0.0
846727,26-39,female,majority,10-19y,university,working class,0.4848989798873584,0.0,before 2015,0.0,1.0,92101,11000.0,sedan,1,0,0,1.0
604295,26-39,male,majority,10-19y,high school,upper class,0.7485370561868364,1.0,after 2015,0.0,1.0,10238,17000.0,sedan,0,0,1,0.0
219586,65+,male,majority,10-19y,university,upper class,0.5749926364495455,1.0,after 2015,1.0,1.0,92101,11000.0,sedan,0,0,0,0.0
349753,16-25,female,majority,0-9y,none,poverty,0.3882392683110089,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,0.0
317561,65+,male,majority,30y+,university,upper class,0.5624884776539817,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,17,2,2,0.0
38580,16-25,male,majority,0-9y,high school,working class,0.3249858221459045,1.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1.0
715593,26-39,female,majority,10-19y,high school,middle class,0.5078802543183951,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,1,0.0
119272,65+,female,majority,30y+,high school,upper class,,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,5,1,1,0.0
151717,16-25,male,majority,0-9y,none,poverty,0.2473359219693926,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,1.0
