polholder_age,polholder_BMCevol,polholder_diffdriver,polholder_gender,polholder_job,policy_age,policy_caruse,policy_nbcontract,prem_final,prem_freqperyear,prem_last,prem_market,prem_pure,vehicl_age,vehicl_agepurchase,vehicl_garage,vehicl_powerkw,vehicl_region,lapse
38,stable,same,Male,normal,2,private or freelance work,1,233.59,1 per year,233.6,300.6,240.31,10,3,street,75 kW,Reg8,0
46,down,only partner,Male,normal,0,private or freelance work,1,297.5,2 per year,303.58,382.4,311.96,12,9,street,75 kW,Reg7,0
21,down,same,Male,normal,0,private or freelance work,1,1439.06,4 per year,1499.02,969.34,1118.1,4,4,street,100 kW,Reg7,1
30,down,only partner,Male,medical,0,private or freelance work,1,165.03,1 per year,168.4,184.94,149.69,8,0,private garage,75 kW,Reg3,0
39,stable,same,Female,medical,7,unknown,1,280.9,1 per year,280.91,217.43,280.91,12,5,street,25-50 kW,Reg7,0
27,down,only partner,Female,normal,2,private or freelance work,1,766.65,4 per year,799.99,571.9,648.02,12,10,carport,25-50 kW,Reg8,0
63,stable,same,Male,normal,10,unknown,3,460.79,1 per year,460.79,351.65,460.79,17,4,street,150 kW,Reg2,0
43,stable,all drivers > 24,Male,medical,0,private or freelance work,1,366.67,2 per year,366.69,548.67,388.22,15,10,street,75 kW,Reg9,0
42,stable,same,Male,normal,6,private or freelance work,2,200.83,12 per year,200.84,198.14,212.39,11,3,parking deck,75 kW,Reg3,0
33,stable,same,Male,normal,1,private or freelance work,2,333.68,1 per year,333.68,298.84,333.68,11,10,private garage,100 kW,Reg7,0
57,stable,all drivers > 24,Male,normal,0,private or freelance work,1,204.39,1 per year,204.4,304.07,204.4,18,10,private garage,75 kW,Reg12,0
45,stable,only partner,Male,medical,6,private or freelance work,2,291.31,12 per year,291.32,251.9,313.78,1,0,parking deck,25-50 kW,Reg9,0
48,down,same,Female,normal,16,private or freelance work,2,474.71,12 per year,484.4,380.76,444.04,16,0,street,125-300 kW,Reg4,0
31,up,only partner,Male,medical,0,private or freelance work,3,171.58,1 per year,128.69,210.59,171.59,15,13,street,25-50 kW,Reg11,1
71,stable,same,Male,normal,0,private or freelance work,1,141.27,1 per year,141.29,185.11,141.29,13,1,private garage,100 kW,Reg10,0
46,down,only partner,Female,normal,0,private or freelance work,1,261.02,1 per year,266.35,370.77,242.14,12,5,private garage,125-300 kW,Reg1,0
34,down,same,Female,medical,1,private or freelance work,1,408.27,12 per year,416.6,406.41,367.34,11,8,street,100 kW,Reg9,1
49,stable,only partner,Male,medical,6,unknown,1,294.19,1 per year,294.19,330.7,294.19,16,7,street,100 kW,Reg8,1
54,up,only partner,Female,normal,0,private or freelance work,1,747.35,4 per year,581.27,991.61,822.77,15,14,other,125-300 kW,Reg4,0
46,down,same,Female,normal,1,private or freelance work,1,467.02,2 per year,476.55,430.44,408.47,13,9,private garage,75 kW,Reg8,0
21,down,same,Female,medical,0,private or freelance work,1,590.51,1 per year,685.95,581.91,562.65,10,10,private garage,75 kW,Reg7,0
31,down,same,Male,medical,0,private or freelance work,1,246.87,4 per year,251.91,340.79,231.15,11,5,street,75 kW,Reg2,0
46,stable,same,Female,normal,1,private or freelance work,1,168.47,2 per year,168.49,197.86,166.94,12,4,other,100 kW,Reg7,0
45,stable,only partner,Male,normal,1,private or freelance work,2,158.36,1 per year,158.37,186.06,161.32,13,0,private garage,75 kW,Reg8,0
32,down,only partner,Male,medical,0,private or freelance work,1,339.51,2 per year,346.44,264.32,289.55,13,13,other,100 kW,Reg11,0
30,stable,same,Male,normal,0,private or freelance work,1,226.18,1 per year,226.19,352.64,234.8,13,4,street,125-300 kW,Reg5,0
40,down,only partner,Female,medical,1,private or freelance work,1,334.41,1 per year,341.24,352.05,318.9,8,5,other,125-300 kW,Reg9,0
51,down,only partner,Female,normal,8,unknown,1,316.61,1 per year,323.07,185.66,287.18,11,0,private garage,25-50 kW,Reg4,0
30,down,same,Male,normal,2,private or freelance work,1,276.2,2 per year,281.84,320.76,256.21,15,9,street,75 kW,Reg5,0
25,stable,same,Female,medical,1,private or freelance work,1,318.97,12 per year,318.97,319.93,318.97,17,13,street,75 kW,Reg4,0
52,stable,only partner,Male,normal,6,private or freelance work,1,399.52,1 per year,399.52,368.46,399.52,10,8,street,75 kW,Reg8,0
58,stable,young drivers,Male,medical,0,private or freelance work,2,240.76,1 per year,240.77,405.25,252.18,18,7,private garage,75 kW,Reg5,0
46,stable,young drivers,Female,normal,0,private or freelance work,1,484.31,1 per year,484.32,455.77,484.32,13,8,other,75 kW,Reg14,1
34,down,only partner,Male,normal,0,private or freelance work,4,300.84,1 per year,313.92,322.06,273.66,8,0,parking deck,25-50 kW,Reg7,0
28,down,same,Female,medical,2,private or freelance work,1,874.5,12 per year,892.35,594.5,865.16,13,9,parking deck,75 kW,Reg10,0
41,down,young drivers,Female,medical,0,private or freelance work,1,471.63,4 per year,492.14,535.94,421.82,8,4,street,25-50 kW,Reg13,0
30,stable,only partner,Female,medical,5,unknown,1,391.82,2 per year,391.84,296.74,388.3,13,8,unknown,100 kW,Reg5,0
51,stable,young drivers,Male,normal,0,private or freelance work,2,244.39,1 per year,244.4,321.24,244.4,11,8,other,25-50 kW,Reg5,0
65,stable,young drivers,Female,normal,0,private or freelance work,1,134.88,1 per year,134.89,166.56,134.89,16,0,private garage,25-50 kW,Reg11,0
42,stable,same,Female,normal,0,private or freelance work,1,248.99,1 per year,249.0,327.24,249.0,18,18,other,100 kW,Reg3,0
42,down,same,Male,medical,1,private or freelance work,1,374.48,1 per year,382.13,330.51,350.29,15,8,street,75 kW,Reg5,1
41,down,only partner,Female,medical,1,private or freelance work,3,321.17,2 per year,327.72,447.52,336.62,15,10,other,75 kW,Reg10,0
48,down,same,Male,medical,6,unknown,1,174.59,1 per year,178.15,196.16,148.96,7,1,private estate,75 kW,Reg5,0
41,down,same,Female,medical,1,private or freelance work,1,394.68,2 per year,402.74,405.41,365.06,13,8,private garage,100 kW,Reg4,0
71,stable,young drivers,Male,medical,11,private or freelance work,2,598.22,1 per year,598.24,430.36,603.88,17,0,private garage,75 kW,Reg11,0
55,stable,only partner,Male,normal,0,private or freelance work,1,224.96,2 per year,224.97,318.8,220.79,18,9,other,100 kW,Reg4,0
27,down,same,Male,normal,0,private or freelance work,1,623.62,4 per year,724.41,531.46,541.01,18,18,street,75 kW,Reg10,0
79,stable,same,Male,normal,10,unknown,1,277.9,2 per year,277.91,254.6,280.54,17,5,private garage,100 kW,Reg8,0
35,down,only partner,Female,normal,0,private or freelance work,1,248.61,2 per year,253.69,297.89,246.06,17,13,private garage,75 kW,Reg14,0
43,stable,only partner,Female,normal,7,unknown,1,469.26,1 per year,464.93,428.51,469.26,8,0,private garage,75 kW,Reg3,0
56,stable,same,Female,normal,2,private or freelance work,1,295.26,4 per year,295.28,217.97,306.35,18,15,street,75 kW,Reg9,0
41,stable,only partner,Male,medical,2,private or freelance work,1,158.81,1 per year,158.82,206.77,158.82,11,3,other,75 kW,Reg10,0
33,down,only partner,Male,normal,1,private or freelance work,1,175.64,1 per year,179.23,181.05,155.4,12,3,parking deck,100 kW,Reg5,0
56,down,young drivers,Male,normal,0,private or freelance work,1,488.03,1 per year,497.99,633.86,503.4,17,10,street,25-50 kW,Reg9,1
38,stable,same,Male,medical,0,private or freelance work,2,116.44,4 per year,116.45,166.45,116.45,17,5,parking deck,25-50 kW,Reg4,0
56,stable,all drivers > 24,Male,normal,10,private or freelance work,1,411.04,1 per year,411.05,446.71,411.05,11,10,parking deck,100 kW,Reg3,0
34,stable,same,Female,medical,7,unknown,1,287.16,1 per year,284.51,282.86,287.16,13,5,private garage,25-50 kW,Reg8,1
37,up,young drivers,Male,medical,2,private or freelance work,3,2310.5,1 per year,1243.12,1752.57,2100.45,18,18,carport,75 kW,Reg8,0
27,down,all drivers > 24,Female,normal,0,private or freelance work,1,1553.69,4 per year,1804.79,943.26,1412.39,10,9,private garage,100 kW,Reg4,0
51,stable,all drivers > 24,Male,normal,0,private or freelance work,1,222.0,1 per year,222.01,211.1,246.06,16,9,carport,100 kW,Reg3,0
39,down,only partner,Male,normal,1,private or freelance work,1,274.34,1 per year,279.94,313.96,249.83,12,8,street,75 kW,Reg14,0
41,stable,only partner,Female,medical,0,private or freelance work,1,305.01,1 per year,305.03,368.2,305.03,11,11,street,100 kW,Reg4,0
39,stable,only partner,Male,medical,0,private or freelance work,1,301.58,1 per year,301.59,378.39,301.59,9,6,private garage,100 kW,Reg5,1
32,stable,same,Male,normal,1,private or freelance work,1,280.99,1 per year,281.0,326.11,273.21,15,11,street,75 kW,Reg12,0
30,down,same,Female,normal,0,private or freelance work,1,276.92,4 per year,282.57,299.52,256.89,11,11,parking deck,75 kW,Reg12,0
32,down,same,Male,medical,2,private or freelance work,2,276.63,4 per year,282.28,208.81,235.35,18,13,street,75 kW,Reg2,0
41,up,same,Male,medical,0,private or freelance work,1,396.21,4 per year,288.15,408.55,396.18,16,15,street,100 kW,Reg7,0
57,down,same,Male,normal,2,private or freelance work,1,349.68,1 per year,356.81,283.26,312.21,5,0,other,75 kW,Reg8,0
43,down,same,Male,normal,0,private or freelance work,1,252.74,4 per year,257.9,310.56,229.25,18,11,other,75 kW,Reg4,0
39,stable,same,Male,normal,2,private or freelance work,1,213.81,1 per year,211.84,217.4,213.81,9,3,private garage,75 kW,Reg6,1
63,stable,all drivers > 24,Male,normal,1,private or freelance work,1,275.2,12 per year,275.21,303.36,283.15,16,12,street,100 kW,Reg12,1
39,down,same,Female,normal,0,private or freelance work,2,564.38,4 per year,655.59,576.58,522.75,11,8,parking deck,25-50 kW,Reg6,0
38,stable,only partner,Male,normal,6,private or freelance work,2,412.64,4 per year,412.64,330.14,412.64,10,7,unknown,125-300 kW,Reg5,0
36,down,only partner,Male,normal,0,private or freelance work,1,295.9,1 per year,301.94,440.96,281.8,18,12,other,75 kW,Reg1,0
36,stable,same,Female,medical,8,private or freelance work,1,293.43,1 per year,293.44,318.76,293.44,14,10,unknown,75 kW,Reg4,0
29,down,same,Male,normal,1,private or freelance work,1,750.58,12 per year,783.21,608.15,652.68,14,13,parking deck,100 kW,Reg4,1
32,down,same,Male,medical,1,private or freelance work,1,445.78,2 per year,454.87,544.46,432.63,9,8,private garage,75 kW,Reg4,0
43,stable,same,Male,normal,3,private or freelance work,1,311.54,1 per year,311.55,319.93,297.18,12,3,unknown,75 kW,Reg5,1
23,down,same,Female,medical,2,private or freelance work,1,675.12,4 per year,704.48,730.26,587.02,11,11,parking deck,75 kW,Reg3,0
43,stable,same,Male,normal,7,unknown,1,293.2,2 per year,293.21,252.07,295.91,16,9,street,75 kW,Reg5,0
44,stable,young drivers,Male,normal,0,private or freelance work,1,189.72,1 per year,189.74,294.12,189.74,18,10,street,100 kW,Reg3,0
47,stable,same,Male,normal,10,unknown,1,196.55,1 per year,196.55,187.8,196.55,10,0,private garage,100 kW,Reg7,0
41,stable,only partner,Male,medical,2,private or freelance work,1,333.07,1 per year,333.09,304.62,333.09,11,7,street,125-300 kW,Reg4,0
59,down,same,Male,medical,5,unknown,3,307.5,1 per year,313.78,196.18,268.95,18,16,unknown,25-50 kW,Reg9,0
55,down,same,Female,medical,1,private or freelance work,1,314.71,1 per year,321.14,303.79,289.03,18,4,private garage,75 kW,Reg8,0
33,down,same,Male,normal,0,private or freelance work,3,279.51,1 per year,285.21,301.24,238.58,11,3,private garage,75 kW,Reg14,0
39,down,same,Female,normal,0,private or freelance work,1,401.91,1 per year,410.11,416.97,382.78,9,6,street,75 kW,Reg3,0
49,stable,only partner,Male,normal,6,unknown,1,233.96,1 per year,233.97,220.35,227.53,9,3,street,75 kW,Reg3,0
45,down,only partner,Male,normal,0,private or freelance work,1,385.32,4 per year,393.19,402.49,385.07,12,11,private garage,25-50 kW,Reg4,0
43,down,all drivers > 24,Male,normal,1,private or freelance work,1,338.98,1 per year,345.9,376.39,302.66,16,8,street,100 kW,Reg5,0
41,stable,only partner,Male,medical,0,private or freelance work,1,163.86,12 per year,163.88,216.12,163.88,12,4,private garage,125-300 kW,Reg6,0
43,down,only partner,Female,medical,0,private or freelance work,1,168.3,1 per year,171.74,223.28,150.26,15,12,private garage,25-50 kW,Reg3,0
36,stable,only partner,Male,normal,0,private or freelance work,1,298.96,2 per year,298.97,373.61,345.18,15,13,street,75 kW,Reg10,0
32,down,all drivers > 24,Male,medical,0,private or freelance work,2,388.18,2 per year,396.1,386.64,356.49,10,10,private garage,150 kW,Reg4,1
20,down,same,Male,normal,0,private or freelance work,1,949.8,4 per year,969.19,1064.58,807.65,15,15,private garage,75 kW,Reg4,0
53,stable,all drivers > 24,Female,medical,0,private or freelance work,1,195.5,1 per year,195.51,287.39,195.51,18,11,street,75 kW,Reg8,0
50,down,same,Female,medical,7,unknown,1,214.07,4 per year,218.44,218.23,191.12,16,9,private garage,75 kW,Reg4,0
41,stable,only partner,Male,medical,7,unknown,1,244.24,12 per year,235.44,270.91,244.24,7,0,street,75 kW,Reg4,0
29,down,only partner,Female,medical,2,private or freelance work,1,759.05,1 per year,774.54,484.01,696.11,18,17,street,75 kW,Reg8,0
33,stable,same,Male,normal,1,private or freelance work,2,231.04,2 per year,231.05,280.06,231.05,15,7,private garage,100 kW,Reg7,1
42,down,only partner,Male,medical,0,private or freelance work,1,395.87,4 per year,403.95,407.8,346.41,0,0,private garage,125-300 kW,Reg8,0
24,down,same,Male,medical,0,private or freelance work,1,860.46,4 per year,999.52,772.31,782.24,16,16,street,75 kW,Reg5,0
35,stable,only partner,Female,normal,1,private or freelance work,1,324.16,4 per year,324.17,353.12,324.17,18,14,other,75 kW,Reg4,0
61,stable,same,Female,normal,7,unknown,1,274.72,1 per year,274.72,250.43,274.72,16,5,private garage,75 kW,Reg7,0
41,stable,young drivers,Male,normal,6,private or freelance work,2,428.46,12 per year,428.47,316.38,428.47,6,0,private garage,25-50 kW,Reg5,0
44,down,only partner,Male,normal,1,private or freelance work,1,217.83,4 per year,222.28,185.96,194.49,16,0,private garage,75 kW,Reg11,0
26,down,same,Female,medical,0,private or freelance work,1,251.49,4 per year,256.63,309.26,222.74,11,5,street,25-50 kW,Reg6,0
46,stable,same,Male,normal,1,private or freelance work,1,197.63,1 per year,197.64,247.05,193.99,13,9,other,100 kW,Reg3,1
31,down,same,Female,normal,1,private or freelance work,1,258.7,2 per year,263.97,239.44,222.69,11,7,private garage,25-50 kW,Reg4,0
57,down,same,Male,medical,0,private or freelance work,1,436.16,1 per year,445.06,419.7,381.47,15,13,other,75 kW,Reg7,0
35,down,same,Male,normal,0,private or freelance work,1,235.09,2 per year,239.89,306.82,215.9,18,16,private garage,100 kW,Reg12,0
27,down,same,Male,medical,1,private or freelance work,1,775.82,4 per year,901.2,743.55,761.01,12,11,other,75 kW,Reg4,0
47,down,young drivers,Male,normal,6,private or freelance work,2,631.03,12 per year,643.91,494.34,585.4,10,10,private garage,25-50 kW,Reg4,1
76,stable,same,Male,normal,10,unknown,1,201.38,1 per year,199.58,191.15,201.38,13,1,carport,75 kW,Reg14,0
40,down,only partner,Male,medical,0,private or freelance work,1,291.66,1 per year,297.61,334.38,267.85,12,4,street,100 kW,Reg7,0
71,stable,same,Female,normal,7,unknown,1,281.8,4 per year,281.81,223.82,295.13,15,0,private garage,75 kW,Reg7,0
31,down,young drivers,Male,normal,2,private or freelance work,1,418.39,1 per year,426.93,367.38,365.94,17,8,street,75 kW,Reg10,1
49,stable,same,Male,normal,2,private or freelance work,1,290.59,1 per year,290.6,300.9,296.08,8,2,underground garage,100 kW,Reg7,0
45,stable,same,Male,normal,1,private or freelance work,1,254.49,4 per year,254.5,301.49,252.14,16,8,other,75 kW,Reg10,0
30,down,same,Male,medical,0,private or freelance work,1,764.11,4 per year,795.95,671.4,634.72,18,18,parking deck,100 kW,Reg4,0
49,stable,same,Female,medical,6,unknown,1,164.84,1 per year,164.85,144.55,183.41,6,0,unknown,25-50 kW,Reg8,0
55,stable,all drivers > 24,Female,normal,11,unknown,1,428.65,1 per year,428.66,331.56,428.66,11,0,private garage,75 kW,Reg4,0
49,down,same,Female,normal,9,unknown,1,362.39,1 per year,369.79,199.25,322.6,9,0,private garage,75 kW,Reg7,0
47,down,same,Male,medical,6,unknown,1,475.13,12 per year,484.82,312.39,409.23,14,8,street,100 kW,Reg11,1
28,stable,only partner,Female,normal,0,private or freelance work,1,218.54,1 per year,218.55,236.09,226.75,9,9,private garage,75 kW,Reg5,0
36,stable,only partner,Male,normal,0,private or freelance work,1,193.18,4 per year,193.19,266.8,193.19,18,14,private garage,125-300 kW,Reg7,0
36,down,only partner,Male,normal,0,private or freelance work,2,494.27,4 per year,574.15,537.05,526.07,14,14,private garage,25-50 kW,Reg3,0
23,down,same,Male,medical,1,private or freelance work,1,864.33,12 per year,1004.02,695.71,735.11,10,7,other,100 kW,Reg10,0
49,stable,only partner,Female,medical,7,private or freelance work,2,307.99,12 per year,308.0,310.61,307.99,13,12,parking deck,75 kW,Reg2,0
44,down,only partner,Male,medical,0,private or freelance work,1,369.62,1 per year,377.16,397.91,300.42,17,10,street,100 kW,Reg4,0
52,stable,same,Male,normal,0,private or freelance work,1,176.85,1 per year,176.86,223.52,176.86,11,3,underground garage,100 kW,Reg6,0
35,stable,only partner,Female,normal,1,private or freelance work,1,274.19,4 per year,274.2,239.86,271.7,12,9,private garage,100 kW,Reg10,0
35,down,all drivers > 24,Male,normal,0,private or freelance work,1,497.74,4 per year,507.9,550.17,502.81,13,12,parking deck,75 kW,Reg4,0
50,stable,same,Female,normal,2,private or freelance work,1,415.48,4 per year,415.49,358.46,407.76,15,10,private garage,75 kW,Reg11,0
37,stable,same,Male,medical,1,private or freelance work,1,447.05,4 per year,447.06,469.35,418.31,14,9,private garage,100 kW,Reg8,0
51,down,young drivers,Male,medical,0,private or freelance work,1,1126.01,1 per year,1307.99,1128.89,1043.56,12,11,private garage,75 kW,Reg8,1
44,stable,only partner,Male,medical,4,private or freelance work,1,243.26,1 per year,243.27,255.55,243.27,7,3,street,100 kW,Reg7,0
34,stable,only partner,Female,medical,0,private or freelance work,1,245.0,4 per year,245.01,351.6,245.01,17,15,parking deck,75 kW,Reg4,0
47,stable,same,Male,normal,3,private or freelance work,1,322.51,4 per year,322.52,300.14,322.52,12,6,unknown,125-300 kW,Reg8,0
53,stable,only partner,Male,medical,11,unknown,4,427.11,1 per year,427.13,288.91,446.45,15,4,private garage,75 kW,Reg7,0
60,stable,same,Male,medical,5,unknown,1,140.37,1 per year,140.39,194.89,130.73,18,14,unknown,100 kW,Reg4,0
68,stable,only partner,Male,normal,2,private or freelance work,1,359.15,1 per year,359.16,396.12,323.73,14,4,street,175 kW,Reg6,0
53,stable,same,Male,medical,6,unknown,2,213.56,1 per year,213.58,188.84,204.04,10,4,private estate,75 kW,Reg10,0
80,stable,young drivers,Female,normal,10,unknown,1,248.75,1 per year,246.4,300.95,248.75,14,2,private garage,25-50 kW,Reg8,0
33,down,only partner,Female,medical,0,private or freelance work,1,286.89,1 per year,292.75,287.1,262.7,14,0,private garage,75 kW,Reg8,0
45,down,young drivers,Male,normal,4,private or freelance work,3,561.52,1 per year,572.98,358.44,525.22,11,9,private garage,25-50 kW,Reg14,1
33,stable,same,Male,normal,8,unknown,1,281.8,1 per year,281.81,209.07,281.81,10,0,private garage,100 kW,Reg12,0
35,down,all drivers > 24,Male,normal,1,private or freelance work,2,449.02,4 per year,629.06,434.41,401.24,18,15,carport,25-50 kW,Reg6,1
38,down,same,Male,normal,2,private or freelance work,2,462.93,12 per year,472.37,485.41,440.88,12,10,parking deck,75 kW,Reg4,1
48,stable,only partner,Female,normal,9,unknown,1,160.78,1 per year,160.79,155.35,153.77,9,0,private garage,100 kW,Reg7,0
40,down,only partner,Female,normal,1,private or freelance work,1,452.89,1 per year,462.14,415.79,404.23,13,7,other,75 kW,Reg12,0
28,stable,same,Male,normal,0,private or freelance work,1,570.61,4 per year,570.62,625.52,587.21,18,18,private garage,100 kW,Reg8,0
32,down,young drivers,Male,normal,2,private or freelance work,2,983.82,12 per year,1003.9,502.19,936.96,5,2,parking deck,25-50 kW,Reg4,0
38,down,same,Female,medical,5,unknown,1,531.65,2 per year,542.5,498.51,469.2,15,7,unknown,75 kW,Reg9,0
23,down,only partner,Female,normal,0,private or freelance work,2,355.94,4 per year,363.2,423.99,338.99,12,9,street,75 kW,Reg11,0
25,down,same,Male,normal,1,private or freelance work,1,640.97,4 per year,654.05,530.86,560.61,17,12,private garage,75 kW,Reg5,1
26,stable,young drivers,Female,medical,0,private or freelance work,1,563.66,2 per year,563.68,930.81,574.15,14,14,parking deck,25-50 kW,Reg6,0
67,down,same,Male,normal,4,private or freelance work,1,433.78,1 per year,442.64,306.06,387.31,15,8,unknown,150 kW,Reg14,0
53,down,same,Male,normal,0,private or freelance work,1,476.06,1 per year,496.76,529.9,413.97,9,7,private garage,100 kW,Reg3,0
34,down,only partner,Female,medical,2,private or freelance work,3,299.43,1 per year,305.54,280.49,274.97,18,12,street,75 kW,Reg4,0
40,down,same,Female,medical,0,private or freelance work,1,516.86,4 per year,600.39,620.81,440.24,11,6,private garage,125-300 kW,Reg6,0
39,down,only partner,Male,normal,5,unknown,1,518.48,2 per year,529.06,380.94,433.69,13,8,unknown,75 kW,Reg7,0
32,stable,same,Male,normal,0,private or freelance work,7,241.48,1 per year,241.49,354.69,250.73,12,10,private garage,125-300 kW,Reg3,1
45,down,same,Male,normal,7,unknown,1,351.24,1 per year,358.41,279.18,321.54,11,3,street,100 kW,Reg4,1
31,down,same,Male,normal,2,private or freelance work,1,399.96,1 per year,408.12,313.5,369.71,14,5,street,75 kW,Reg8,0
67,stable,same,Male,medical,7,unknown,3,223.59,1 per year,221.56,196.77,223.59,8,0,private garage,100 kW,Reg3,0
46,down,same,Female,medical,8,private or freelance work,1,398.85,1 per year,406.99,268.7,366.29,17,9,private garage,25-50 kW,Reg6,0
37,down,same,Male,normal,0,private or freelance work,1,380.13,4 per year,387.89,349.52,352.63,14,13,parking deck,25-50 kW,Reg9,0
46,stable,same,Male,normal,10,unknown,1,330.42,1 per year,324.35,224.48,330.42,13,0,private garage,75 kW,Reg5,0
58,stable,only partner,Male,normal,0,private or freelance work,1,175.61,2 per year,175.62,199.62,169.17,17,16,private garage,75 kW,Reg8,0
71,up,all drivers > 24,Male,normal,7,unknown,2,368.89,1 per year,245.93,380.59,372.37,11,3,private garage,75 kW,Reg1,0
47,down,same,Female,normal,1,private or freelance work,1,246.16,4 per year,251.19,292.86,223.27,16,5,private garage,75 kW,Reg5,0
36,down,same,Male,normal,1,private or freelance work,1,342.95,1 per year,349.95,415.68,306.42,17,13,private garage,25-50 kW,Reg12,0
57,stable,same,Male,normal,8,unknown,1,540.24,12 per year,540.25,398.81,540.25,18,11,street,100 kW,Reg9,0
25,stable,same,Female,normal,0,private or freelance work,1,803.41,2 per year,803.42,763.42,752.14,9,9,other,25-50 kW,Reg7,0
35,stable,same,Male,normal,0,private or freelance work,1,215.41,1 per year,215.42,301.34,233.97,7,0,private garage,100 kW,Reg5,0
41,stable,only partner,Male,normal,0,private or freelance work,1,226.76,2 per year,226.77,193.04,237.7,9,9,private garage,75 kW,Reg7,0
36,stable,only partner,Male,medical,3,private or freelance work,1,261.69,1 per year,261.69,236.51,261.69,11,3,unknown,100 kW,Reg5,0
62,stable,only partner,Male,normal,4,private or freelance work,1,212.94,1 per year,212.95,198.01,219.03,15,1,unknown,75 kW,Reg12,1
32,down,same,Female,medical,1,private or freelance work,4,594.76,2 per year,690.89,650.01,551.0,14,13,underground garage,75 kW,Reg7,0
42,up,only partner,Female,medical,2,private or freelance work,1,936.64,12 per year,610.85,686.46,972.11,12,10,parking deck,75 kW,Reg9,0
42,down,only partner,Male,medical,9,unknown,1,724.16,4 per year,738.94,419.69,623.76,18,11,street,75 kW,Reg2,0
41,down,same,Male,normal,0,private or freelance work,1,191.6,4 per year,195.51,238.95,171.08,15,7,other,100 kW,Reg12,0
85,stable,all drivers > 24,Female,normal,1,private or freelance work,1,256.95,1 per year,256.96,245.07,249.76,17,6,private garage,125-300 kW,Reg14,0
39,stable,same,Female,medical,1,private or freelance work,2,329.4,1 per year,329.41,287.81,317.25,8,7,parking deck,75 kW,Reg12,1
29,down,same,Male,normal,0,private or freelance work,1,622.18,2 per year,634.87,635.86,592.55,13,11,street,100 kW,Reg4,0
65,stable,same,Male,normal,1,private or freelance work,1,184.19,1 per year,184.2,215.19,179.1,9,0,underground garage,125-300 kW,Reg8,0
47,stable,same,Female,medical,1,private or freelance work,1,208.55,1 per year,208.55,244.22,208.55,13,4,private garage,75 kW,Reg4,0
44,stable,same,Male,medical,0,private or freelance work,2,279.04,1 per year,279.05,364.81,284.31,8,3,underground garage,100 kW,Reg6,1
45,down,only partner,Male,normal,7,private or freelance work,4,302.86,1 per year,309.04,271.94,299.96,3,2,underground garage,75 kW,Reg7,0
21,down,same,Female,medical,0,private or freelance work,1,1240.84,12 per year,1782.68,1375.74,1079.01,17,16,parking deck,75 kW,Reg14,1
44,stable,only partner,Male,normal,1,private or freelance work,2,195.0,1 per year,195.01,263.35,186.08,15,7,street,125-300 kW,Reg2,1
45,down,same,Male,normal,2,private or freelance work,1,369.75,4 per year,377.3,393.9,333.12,18,18,private garage,100 kW,Reg3,0
58,stable,same,Female,normal,0,private or freelance work,1,127.61,2 per year,127.62,167.9,127.62,12,2,street,75 kW,Reg5,0
64,stable,only partner,Male,normal,0,private or freelance work,1,142.59,4 per year,142.6,217.62,146.64,18,14,carport,100 kW,Reg12,0
44,stable,same,Male,medical,9,private or freelance work,1,163.02,1 per year,163.04,172.3,161.56,12,0,private garage,125-300 kW,Reg6,0
41,stable,same,Male,medical,1,private or freelance work,1,249.78,1 per year,249.78,280.05,249.78,13,10,private garage,25-50 kW,Reg8,0
27,stable,same,Male,normal,2,private or freelance work,1,434.55,12 per year,434.56,395.53,442.96,13,13,street,75 kW,Reg7,0
26,down,same,Male,normal,0,private or freelance work,1,632.06,4 per year,734.21,535.86,602.34,17,16,street,25-50 kW,Reg8,0
32,down,same,Male,medical,6,unknown,1,534.54,2 per year,545.45,339.72,469.31,11,5,private garage,100 kW,Reg5,0
50,stable,only partner,Male,normal,3,private or freelance work,1,226.25,2 per year,226.26,243.62,226.26,6,0,private garage,75 kW,Reg1,0
44,down,same,Male,normal,1,private or freelance work,1,272.23,2 per year,277.79,308.9,245.55,14,10,underground garage,100 kW,Reg7,0
36,down,same,Male,medical,3,private or freelance work,1,402.52,1 per year,410.74,308.1,365.1,17,13,unknown,125-300 kW,Reg8,0
48,stable,only partner,Male,normal,1,private or freelance work,1,182.47,1 per year,182.47,207.8,182.47,11,2,street,100 kW,Reg4,0
38,stable,only partner,Male,medical,1,private or freelance work,1,247.7,1 per year,235.91,272.35,254.15,9,8,street,25-50 kW,Reg12,0
49,up,young drivers,Female,normal,0,private or freelance work,2,312.26,1 per year,227.1,473.46,312.26,16,12,private garage,100 kW,Reg4,0
34,down,same,Female,medical,2,private or freelance work,1,384.15,1 per year,391.99,370.23,359.32,11,5,underground garage,75 kW,Reg8,1
48,stable,only partner,Male,normal,1,private or freelance work,1,240.33,4 per year,240.34,274.86,229.45,15,13,private garage,75 kW,Reg11,0
39,stable,same,Male,medical,0,private or freelance work,1,186.06,1 per year,186.08,261.52,198.71,18,15,street,100 kW,Reg4,0
27,down,same,Female,normal,0,private or freelance work,1,632.06,12 per year,734.21,627.76,619.66,10,0,street,100 kW,Reg12,0
50,down,only partner,Female,normal,0,private or freelance work,1,391.45,12 per year,399.44,439.45,363.12,15,14,underground garage,75 kW,Reg4,0
48,stable,only partner,Male,normal,2,private or freelance work,3,357.08,1 per year,357.09,272.8,347.36,9,6,parking deck,25-50 kW,Reg7,0
