City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
C17,1058,Owned,Joint,42,19,Yes,X1,2.0,1.0,22,16320.0,1
C12,138,Rented,Individual,19,19,No,X1,,,6,4314.0,0
C3,3192,Rented,Individual,22,22,No,X1,2.0,3.0,13,9792.0,1
C16,2530,Owned,Joint,72,19,Yes,X2,14+,3.0,1,25001.6,0
C4,199,Owned,Individual,71,71,No,X2,,,7,17360.0,1
C6,1165,Owned,Joint,62,45,Yes,X2,,,5,21718.4,1
C1,1663,Owned,Individual,75,75,No,X3,2.0,3.0,18,22882.0,1
C15,2798,Rented,Individual,19,19,No,X1,,,22,4374.0,1
C2,4093,Owned,Individual,53,53,No,,12.0,4.0,17,12780.0,0
C2,1155,Owned,Individual,32,32,No,X2,,,11,9936.0,0
C2,4800,Owned,Joint,38,37,Yes,,,,22,13839.0,0
C19,647,Owned,Joint,42,26,No,,4.0,1.0,22,22881.6,1
C9,3689,Rented,Individual,23,23,No,,,,21,4864.0,1
C9,3087,Owned,Joint,42,39,Yes,X4,,,4,13148.8,0
C11,547,Rented,Individual,20,20,No,,,,19,8624.0,0
C10,1766,Rented,Joint,44,29,Yes,X1,1.0,1.0,16,14679.0,1
C3,4875,Owned,Individual,54,54,No,X2,14+,2.0,9,12720.0,1
C14,3127,Owned,Joint,34,21,No,,1.0,3.0,9,17766.4,0
C2,4661,Owned,Individual,58,58,No,X6,3.0,3.0,15,14542.0,1
C10,147,Owned,Joint,57,56,Yes,X1,1.0,3.0,18,24617.6,0
C18,513,Owned,Individual,56,56,No,,,,22,17446.0,0
C16,2530,Owned,Individual,56,56,No,X2,8.0,3.0,1,13598.0,0
C1,670,Rented,Individual,26,26,No,X3,6.0,1.0,13,9646.0,0
C3,1529,Owned,Joint,68,63,Yes,X1,,,2,24360.0,0
C2,3530,Rented,Individual,41,41,No,X2,,,22,12636.0,1
C9,2806,Owned,Individual,23,23,No,X3,2.0,1.0,20,7536.0,1
C1,89,Owned,Joint,65,61,Yes,X5,,,7,25849.6,0
C4,628,Rented,Individual,53,53,No,X3,4.0,3.0,9,10566.0,1
C1,16,Owned,Joint,73,66,Yes,X5,,,16,23982.0,0
C16,689,Rented,Individual,24,24,No,X2,,,16,7868.0,0
C17,1862,Rented,Individual,41,41,No,X4,3.0,4.0,19,10800.0,1
C11,2390,Owned,Individual,59,59,No,X2,5.0,3.0,19,13280.0,0
C2,18,Owned,Individual,25,25,No,X1,,,18,12276.0,1
C2,903,Owned,Individual,75,75,No,X4,2.0,3.0,11,21132.0,0
C1,462,Rented,Individual,59,59,No,X4,1.0,2.0,19,13820.0,0
C11,1014,Owned,Joint,55,29,No,X2,3.0,3.0,16,25410.0,0
C3,2193,Owned,Individual,74,74,No,X1,2.0,1.0,16,23552.0,1
C8,4313,Owned,Individual,45,45,No,X2,1.0,3.0,15,11440.0,1
C19,1311,Rented,Individual,20,20,No,X1,,,19,8184.0,0
C1,210,Owned,Individual,65,65,No,X2,,,7,19950.0,0
C9,296,Owned,Individual,25,25,No,,4.0,3.0,15,8944.0,1
C9,2457,Owned,Joint,39,32,Yes,,1.0,1.0,22,18844.0,0
C5,918,Owned,Individual,63,63,No,X4,14+,4.0,18,13882.0,0
C4,2923,Owned,Individual,52,52,No,,4.0,3.0,19,14664.0,0
C8,3838,Rented,Individual,52,52,No,,,,18,11620.0,1
C1,4,Owned,Joint,64,62,Yes,X1,5.0,1.0,16,20566.0,1
C16,22,Owned,Joint,42,16,Yes,,1.0,3.0,15,20772.0,1
C9,4156,Rented,Individual,22,22,No,X4,,,22,5680.0,1
C1,700,Owned,Joint,49,48,Yes,X2,2.0,2.0,17,22458.8,1
C2,18,Rented,Individual,25,25,No,X1,4.0,3.0,21,6990.0,1
C15,1459,Owned,Individual,25,25,No,X1,1.0,1.0,20,11772.0,0
C4,2851,Owned,Individual,55,55,No,,14+,2.0,18,17024.0,0
C4,628,Rented,Individual,29,29,No,X3,,,18,10880.0,0
C12,1052,Rented,Individual,47,47,No,X3,,,12,10818.0,1
C18,731,Owned,Individual,42,42,No,X4,7.0,2.0,19,15096.0,0
C10,3571,Rented,Individual,68,68,No,X1,1.0,1.0,2,21182.0,1
C11,1205,Owned,Individual,47,47,No,X2,,,21,16302.0,1
C1,1816,Owned,Individual,41,41,No,X4,9.0,1.0,16,14832.0,1
C26,834,Owned,Joint,70,29,No,X1,,,2,30780.0,0
C24,1127,Owned,Individual,72,72,No,X2,,,14,20268.0,1
C4,3283,Owned,Individual,75,75,No,X1,12.0,3.0,8,21276.0,0
C9,2585,Owned,Individual,44,44,No,X2,,,6,8428.0,0
C3,3194,Owned,Joint,30,29,Yes,X2,,,14,15465.6,0
C1,4588,Owned,Individual,58,58,No,X1,4.0,2.0,18,19350.0,1
C4,1081,Rented,Joint,48,21,No,X2,,,19,21054.0,1
C3,1315,Owned,Individual,23,23,No,,,,16,9212.0,1
C15,4926,Rented,Individual,41,41,No,X4,3.0,2.0,17,12456.0,0
C2,2250,Owned,Individual,22,22,No,X1,,,22,8124.0,0
C5,1063,Owned,Individual,34,34,No,X2,7.0,2.0,17,6840.0,1
C1,123,Owned,Individual,31,31,No,X1,,,16,9828.0,1
C15,803,Rented,Individual,22,22,No,X1,,,2,5344.0,1
C10,754,Owned,Individual,38,38,No,X3,9.0,1.0,21,10240.0,0
C17,219,Owned,Individual,59,59,No,X3,,,2,17670.0,0
C3,3213,Rented,Individual,25,25,No,X2,,,21,11056.0,0
C4,481,Rented,Individual,26,26,No,,,,16,10208.0,1
C1,24,Rented,Individual,52,52,No,,1.0,3.0,7,17862.0,0
C5,861,Rented,Joint,48,43,Yes,X2,1.0,1.0,5,20937.6,0
C5,5009,Owned,Joint,46,17,No,,,,1,17484.8,0
C11,750,Owned,Joint,75,37,No,X2,2.0,3.0,22,29845.2,0
C3,1135,Owned,Joint,75,74,Yes,X1,5.0,3.0,21,29925.0,0
C6,114,Owned,Individual,55,55,No,X3,1.0,4.0,14,11520.0,1
C22,695,Owned,Individual,40,40,No,X2,,,14,11682.0,1
C15,3181,Owned,Individual,24,24,No,X3,,,16,7140.0,0
C1,171,Owned,Joint,71,70,Yes,,7.0,3.0,8,24150.0,1
C12,613,Owned,Individual,45,45,No,X1,4.0,1.0,21,11296.0,0
C2,524,Rented,Individual,19,19,No,X1,,,17,4218.0,0
C2,1276,Owned,Joint,60,56,Yes,X3,11.0,3.0,18,29250.0,0
C2,2013,Rented,Joint,75,71,Yes,X1,,,22,32832.0,0
C3,64,Owned,Individual,56,56,No,,,,16,15500.0,0
C4,3035,Owned,Joint,75,52,No,X3,9.0,3.0,5,30892.4,1
C1,622,Owned,Individual,33,33,No,X3,2.0,1.0,19,7848.0,1
C2,2935,Owned,Joint,58,55,Yes,X7,,,22,26064.0,1
C10,570,Rented,Individual,57,57,No,X3,,,18,19080.0,0
C8,3936,Owned,Individual,62,62,No,X3,1.0,3.0,21,17444.0,1
C3,384,Owned,Joint,31,28,Yes,X1,2.0,3.0,16,18420.0,0
C1,4320,Rented,Individual,18,18,No,,,,12,4380.0,1
C12,3474,Rented,Individual,58,58,No,,2.0,1.0,12,17276.0,1
C3,3314,Rented,Individual,29,29,No,X1,1.0,3.0,18,6240.0,0
C8,4162,Rented,Individual,39,39,No,X4,8.0,1.0,1,10908.0,0
C3,258,Rented,Individual,59,59,No,,1.0,1.0,12,17640.0,0
C10,1685,Rented,Individual,75,75,No,X3,14+,3.0,21,25156.0,0
C2,3095,Rented,Joint,64,36,Yes,X4,7.0,3.0,13,24192.0,1
C2,1876,Rented,Individual,40,40,No,,3.0,1.0,13,11286.0,1
C2,4734,Owned,Joint,54,20,Yes,X4,,,22,20757.0,0
C4,2693,Owned,Individual,62,62,No,,,,22,18720.0,1
C14,2848,Rented,Individual,23,23,No,X1,2.0,1.0,12,9248.0,1
C2,921,Owned,Individual,40,40,No,,4.0,3.0,18,10256.0,1
C1,4,Owned,Individual,56,56,No,X1,9.0,3.0,18,16380.0,0
C7,3713,Rented,Individual,21,21,No,X2,,,2,6020.0,0
C3,372,Owned,Individual,24,24,No,X1,,,19,3834.0,1
C8,2724,Owned,Individual,42,42,No,X2,8.0,4.0,19,15004.0,0
C32,6191,Owned,Individual,59,59,No,X6,,,6,14712.0,1
C8,3609,Rented,Individual,24,24,No,X1,,,8,6460.0,0
C12,449,Rented,Individual,24,24,No,,,,22,10288.0,1
C14,3227,Rented,Individual,49,49,No,X2,3.0,3.0,21,15522.0,1
C19,1971,Owned,Joint,32,28,Yes,X4,1.0,2.0,12,10476.0,1
C3,1046,Owned,Individual,55,55,No,X1,1.0,3.0,13,14740.0,0
C25,2451,Rented,Individual,18,18,No,X6,,,21,2892.0,0
C16,689,Owned,Individual,42,42,No,X2,11.0,2.0,22,10890.0,1
C3,1619,Owned,Individual,31,31,No,X2,10.0,3.0,18,10144.0,1
C29,1828,Rented,Individual,53,53,No,X1,14+,3.0,18,14638.0,0
C6,959,Rented,Individual,30,30,No,,3.0,4.0,17,11970.0,0
C2,1627,Owned,Individual,54,54,No,X4,14+,3.0,11,15120.0,1
C2,1124,Owned,Individual,22,22,No,X2,,,17,11248.0,1
C1,3270,Owned,Individual,55,55,No,,4.0,1.0,13,12628.0,0
C27,1059,Owned,Individual,35,35,No,,5.0,2.0,20,8946.0,1
C7,1625,Owned,Individual,46,46,No,X4,12.0,2.0,20,15912.0,1
C2,2863,Owned,Individual,67,67,No,X3,14+,3.0,22,16874.0,1
C17,219,Rented,Joint,41,32,Yes,X2,11.0,1.0,22,17126.4,0
C3,83,Rented,Individual,35,35,No,X2,1.0,1.0,16,8344.0,1
C1,171,Owned,Joint,67,62,Yes,X1,6.0,4.0,5,22814.4,0
C16,3221,Rented,Joint,23,20,Yes,X1,1.0,3.0,22,14672.0,1
C4,728,Rented,Individual,22,22,No,,,,16,11616.0,0
C10,29,Owned,Individual,61,61,No,X4,2.0,3.0,18,19290.0,0
C10,1253,Owned,Individual,45,45,No,X2,,,12,14820.0,1
C2,187,Rented,Joint,52,50,Yes,,5.0,3.0,22,27792.8,0
C1,886,Owned,Individual,57,57,No,,5.0,3.0,20,15456.0,0
C2,2290,Owned,Individual,49,49,No,X2,12.0,3.0,22,16392.0,1
C6,31,Owned,Individual,75,75,No,X2,,,21,21780.0,0
C1,156,Owned,Individual,63,63,No,X5,7.0,4.0,5,14432.0,0
C10,1586,Owned,Joint,75,67,Yes,X2,2.0,4.0,18,24906.0,0
C18,4314,Rented,Individual,21,21,No,,1.0,2.0,13,3798.0,1
C26,2326,Rented,Individual,52,52,No,X1,,,12,14784.0,1
C13,1267,Owned,Individual,38,38,No,X1,,,19,12980.0,1
C2,4375,Owned,Individual,29,29,No,X4,2.0,1.0,13,6850.0,0
C23,91,Owned,Individual,29,29,No,X1,1.0,2.0,18,4896.0,0
C8,2736,Rented,Joint,55,51,Yes,,2.0,3.0,21,19311.6,0
C19,240,Owned,Joint,25,23,No,X2,,,2,16902.0,0
C4,1396,Owned,Individual,64,64,No,X2,4.0,3.0,22,16772.0,0
C30,394,Rented,Individual,25,25,No,X1,,,16,9254.0,1
C3,3161,Owned,Individual,60,60,No,X1,14+,1.0,16,21088.0,1
C6,1181,Rented,Individual,28,28,No,X2,2.0,3.0,15,5490.0,1
C1,303,Rented,Joint,46,43,Yes,X4,7.0,2.0,12,16929.0,1
C6,2237,Rented,Individual,57,57,No,X2,,,6,12640.0,0
C8,3122,Rented,Individual,20,20,No,,,,16,10276.0,1
C7,1300,Rented,Individual,25,25,No,X1,,,18,12204.0,1
C6,891,Owned,Individual,24,24,No,X2,,,15,4456.0,1
C15,251,Rented,Individual,24,24,No,X6,,,15,9424.0,1
C3,28,Owned,Joint,74,70,Yes,X1,,,18,24835.2,0
C5,645,Owned,Individual,67,67,No,,,,5,15744.0,1
C2,3002,Rented,Individual,34,34,No,X2,,,3,10704.0,0
C29,355,Owned,Joint,75,67,Yes,X2,6.0,4.0,6,27600.0,0
C6,5516,Owned,Individual,33,33,No,X4,,,22,7308.0,1
C21,3816,Rented,Individual,58,58,No,X4,,,20,19376.0,1
C1,2857,Rented,Individual,24,24,No,X2,,,17,5328.0,0
C3,2536,Rented,Individual,26,26,No,X4,,,16,11610.0,1
C1,3507,Owned,Individual,65,65,No,X3,,,19,15384.0,0
C1,2522,Owned,Joint,75,73,Yes,X4,14+,3.0,12,24908.8,0
C2,3450,Owned,Joint,65,63,Yes,,9.0,3.0,18,27512.8,0
C7,3549,Owned,Joint,75,74,Yes,X5,,,2,28828.8,0
C3,4714,Owned,Individual,22,22,No,X3,2.0,3.0,21,11600.0,0
C16,1079,Rented,Individual,28,28,No,X3,,,1,5560.0,0
C15,885,Owned,Individual,75,75,No,X4,9.0,4.0,22,20460.0,1
C1,3324,Rented,Joint,58,55,Yes,X2,2.0,3.0,19,27510.0,0
C6,2609,Owned,Individual,69,69,No,X2,4.0,3.0,9,15704.0,1
C21,4152,Rented,Individual,26,26,No,X2,4.0,2.0,13,4752.0,1
C4,1974,Rented,Individual,23,23,No,X3,,,8,8064.0,0
C8,350,Owned,Individual,47,47,No,,14.0,3.0,22,14616.0,0
C21,5762,Owned,Individual,58,58,No,X1,5.0,3.0,14,11600.0,0
C7,1715,Rented,Joint,67,66,Yes,X2,,,2,23940.0,0
C8,2737,Owned,Individual,53,53,No,X2,2.0,2.0,13,13416.0,1
C23,3610,Owned,Individual,26,26,No,,2.0,2.0,18,7176.0,1
C5,514,Rented,Individual,29,29,No,X2,,,8,11808.0,1
C14,1102,Rented,Individual,22,22,No,X2,,,14,3852.0,0
C19,423,Owned,Joint,56,50,Yes,X6,14+,3.0,19,21803.6,1
C6,881,Owned,Individual,40,40,No,X4,,,21,9380.0,0
C10,782,Rented,Individual,27,27,No,X1,,,22,9450.0,1
C9,1863,Rented,Individual,23,23,No,X4,1.0,4.0,6,11456.0,0
C2,1492,Owned,Joint,64,63,Yes,,,,22,29904.0,0
C9,2259,Owned,Individual,38,38,No,X2,,,16,13596.0,0
C12,613,Rented,Individual,42,42,No,X1,12.0,1.0,12,12360.0,1
C1,15,Owned,Individual,56,56,No,X2,4.0,3.0,5,13530.0,0
C33,4132,Rented,Joint,35,31,Yes,X3,8.0,2.0,20,17253.0,0
C14,3205,Owned,Joint,75,74,Yes,,14+,3.0,6,22383.2,0
C26,88,Rented,Individual,27,27,No,X1,1.0,3.0,18,8268.0,1
C3,2193,Rented,Individual,30,30,No,X1,3.0,3.0,18,8470.0,1
C3,2772,Rented,Individual,19,19,No,X3,,,16,8688.0,1
C2,999,Rented,Individual,21,21,No,,,,14,3864.0,1
C1,2682,Owned,Individual,50,50,No,X3,,,22,17136.0,1
C9,249,Owned,Individual,49,49,No,X4,3.0,3.0,18,16614.0,1
C25,4323,Owned,Joint,36,34,Yes,X2,12.0,3.0,1,12696.0,0
C1,78,Owned,Individual,68,68,No,X7,6.0,3.0,22,13752.0,0
C8,5181,Owned,Joint,30,26,No,X5,1.0,1.0,21,13536.0,0
C4,186,Rented,Individual,33,33,No,X1,7.0,4.0,18,9968.0,0
C18,1752,Rented,Individual,25,25,No,X6,3.0,2.0,15,7140.0,0
C7,2876,Rented,Individual,29,29,No,X4,1.0,1.0,12,8162.0,0
C2,966,Rented,Joint,53,34,No,X1,8.0,1.0,12,18117.0,0
C19,1652,Owned,Individual,72,72,No,X1,,,20,20448.0,1
C4,1622,Rented,Individual,50,50,No,,1.0,1.0,2,14430.0,0
C2,1322,Owned,Individual,43,43,No,X1,14.0,3.0,22,10288.0,1
C10,1077,Rented,Individual,36,36,No,X1,,,12,11430.0,1
C9,103,Rented,Individual,46,46,No,X1,14+,2.0,12,11900.0,1
C11,3224,Rented,Individual,60,60,No,X1,14.0,3.0,20,19290.0,0
C1,1741,Owned,Joint,58,55,Yes,X4,14+,4.0,22,21816.0,0
C9,1376,Rented,Individual,24,24,No,X2,3.0,1.0,21,4092.0,0
C19,2491,Owned,Joint,63,42,No,X2,,,19,23904.0,1
C1,285,Owned,Joint,60,57,Yes,X2,6.0,4.0,17,19434.8,1
C26,1720,Owned,Individual,62,62,No,X3,,,17,20256.0,1
C1,1848,Owned,Individual,30,30,No,X4,6.0,1.0,19,5940.0,1
C24,3107,Rented,Individual,26,26,No,X3,5.0,4.0,22,7536.0,0
C3,346,Owned,Individual,47,47,No,,6.0,1.0,16,11628.0,0
C9,1611,Rented,Individual,31,31,No,,6.0,2.0,17,10656.0,1
C2,1016,Rented,Individual,49,49,No,X1,14+,3.0,22,13320.0,0
C15,4200,Rented,Individual,23,23,No,X2,,,21,5448.0,1
C27,1097,Owned,Individual,27,27,No,X1,1.0,2.0,21,8540.0,0
C2,1896,Rented,Individual,24,24,No,X3,,,3,3984.0,0
C3,1225,Owned,Individual,31,31,No,X1,1.0,3.0,2,7434.0,0
C2,4309,Rented,Individual,28,28,No,X4,1.0,3.0,19,5688.0,0
C9,1912,Owned,Individual,68,68,No,X5,2.0,1.0,6,15768.0,0
C2,2016,Owned,Individual,75,75,No,,7.0,3.0,18,23018.0,0
C6,1411,Owned,Joint,28,25,Yes,,6.0,3.0,1,8685.6,0
C2,3969,Rented,Individual,43,43,No,X3,7.0,2.0,13,11600.0,0
C4,294,Rented,Individual,23,23,No,X3,,,18,8974.0,1
C21,2639,Owned,Joint,57,56,Yes,X2,3.0,3.0,14,27648.0,0
C2,5093,Rented,Individual,22,22,No,X2,,,13,9104.0,0
C5,652,Rented,Individual,26,26,No,X1,3.0,3.0,6,7548.0,1
C4,3452,Owned,Individual,46,46,No,,,,20,11376.0,0
C3,1513,Owned,Individual,38,38,No,X1,4.0,1.0,16,9408.0,0
C3,339,Owned,Individual,52,52,No,X1,13.0,3.0,18,13992.0,1
C2,2219,Owned,Joint,47,17,No,X3,8.0,3.0,3,25996.8,0
C3,336,Owned,Individual,40,40,No,,14+,3.0,9,14652.0,0
C3,245,Owned,Joint,55,40,No,X2,,,16,25701.0,0
C1,826,Owned,Individual,50,50,No,X2,,,16,16548.0,0
C20,181,Owned,Joint,67,66,Yes,X2,2.0,4.0,10,27678.0,0
C1,520,Owned,Individual,53,53,No,X1,,,19,12600.0,0
C3,911,Owned,Individual,28,28,No,X1,3.0,3.0,8,6250.0,0
C7,1188,Rented,Individual,27,27,No,X1,2.0,1.0,22,8436.0,0
C14,1608,Owned,Joint,61,18,No,X3,,,20,24112.0,0
C24,3731,Owned,Individual,50,50,No,,,,19,14472.0,1
C4,3563,Rented,Individual,33,33,No,X1,10.0,1.0,12,5770.0,1
C1,183,Rented,Individual,27,27,No,X2,3.0,3.0,19,6280.0,1
C1,1973,Rented,Individual,45,45,No,X1,,,5,14916.0,1
C5,113,Rented,Individual,22,22,No,X1,2.0,1.0,22,9926.0,1
C2,21,Owned,Joint,48,46,Yes,X2,3.0,3.0,18,18911.2,1
C4,2184,Rented,Individual,69,69,No,,,,19,18900.0,1
C3,55,Owned,Individual,50,50,No,,5.0,4.0,22,14232.0,1
C1,4248,Owned,Individual,60,60,No,X6,,,13,17528.0,1
C7,3249,Rented,Individual,24,24,No,X1,,,14,3762.0,0
C1,643,Rented,Individual,68,68,No,X2,,,18,17024.0,0
C2,2572,Owned,Joint,40,39,Yes,X1,9.0,2.0,13,21537.6,0
C3,2772,Rented,Individual,21,21,No,X1,,,17,10416.0,1
C16,4299,Owned,Individual,35,35,No,X1,3.0,4.0,16,11460.0,0
C1,1415,Owned,Individual,65,65,No,,8.0,4.0,7,18656.0,1
C2,23,Owned,Joint,48,42,Yes,X5,,,12,23283.0,1
C1,4086,Rented,Individual,75,75,No,X3,14+,3.0,17,26258.0,1
C1,1259,Owned,Individual,45,45,No,,10.0,1.0,13,13440.0,0
C15,1540,Rented,Individual,39,39,No,X9,,,19,11052.0,1
C3,2352,Owned,Individual,67,67,No,X2,,,16,19800.0,0
C2,1322,Rented,Individual,20,20,No,X1,,,22,6016.0,0
C4,2948,Owned,Joint,52,16,No,X2,,,16,25443.6,0
C3,3597,Owned,Individual,48,48,No,X1,14+,2.0,17,15192.0,1
C6,2480,Owned,Individual,40,40,No,X2,7.0,1.0,17,12480.0,1
C9,424,Rented,Individual,27,27,No,X1,4.0,3.0,14,10854.0,1
C2,17,Owned,Individual,72,72,No,X1,5.0,3.0,11,16172.0,0
C1,886,Owned,Joint,72,57,Yes,,,,17,36921.6,1
C16,1461,Rented,Individual,20,20,No,X3,,,1,9024.0,0
C1,2085,Rented,Individual,24,24,No,X4,,,19,9808.0,1
C4,1731,Rented,Individual,28,28,No,X1,2.0,1.0,10,8890.0,0
C1,1050,Owned,Individual,52,52,No,X2,1.0,3.0,5,16796.0,1
C11,2773,Rented,Individual,21,21,No,,,,20,3984.0,1
C12,138,Rented,Joint,50,20,Yes,X2,5.0,4.0,22,26188.8,1
C16,2118,Rented,Individual,35,35,No,X2,,,22,13992.0,1
C14,2580,Rented,Individual,75,75,No,X1,2.0,4.0,17,17970.0,1
C4,266,Owned,Individual,51,51,No,,7.0,3.0,22,10584.0,1
C4,308,Rented,Individual,35,35,No,X1,1.0,3.0,5,13140.0,0
C3,610,Owned,Joint,68,22,No,X1,,,22,28672.0,0
C21,4885,Rented,Individual,43,43,No,,1.0,1.0,2,14212.0,0
C16,904,Rented,Individual,35,35,No,X2,3.0,3.0,20,11484.0,0
C27,1704,Owned,Individual,26,26,No,X1,4.0,1.0,21,6170.0,0
C2,133,Owned,Individual,64,64,No,X3,11.0,3.0,18,13354.0,1
C4,1635,Rented,Individual,40,40,No,X1,,,16,15312.0,0
C1,1114,Rented,Individual,26,26,No,X5,2.0,1.0,5,7884.0,0
C4,173,Rented,Individual,20,20,No,,,,20,9420.0,0
C11,53,Rented,Individual,25,25,No,X4,,,18,8120.0,0
C20,1320,Owned,Joint,58,20,Yes,,4.0,3.0,22,23712.0,1
C9,4715,Owned,Individual,24,24,No,X1,2.0,4.0,14,9648.0,1
C3,526,Rented,Individual,19,19,No,X2,,,21,4296.0,1
C1,313,Rented,Individual,63,63,No,,,,18,17984.0,0
C12,639,Owned,Individual,49,49,No,,6.0,1.0,16,15480.0,0
C1,741,Rented,Individual,21,21,No,X6,,,12,3822.0,1
C1,180,Rented,Individual,46,46,No,X3,4.0,2.0,20,13380.0,1
C1,1573,Owned,Individual,68,68,No,X1,1.0,1.0,16,19770.0,1
C7,2281,Owned,Individual,21,21,No,X1,,,16,7788.0,0
C33,390,Rented,Joint,51,35,No,,1.0,3.0,18,22349.6,0
C3,2772,Rented,Individual,35,35,No,X3,2.0,1.0,21,10848.0,0
C10,29,Rented,Joint,47,42,Yes,,,,18,25728.0,0
C1,3851,Rented,Joint,66,64,Yes,X2,1.0,4.0,20,28412.8,0
C8,4162,Owned,Individual,38,38,No,X3,7.0,3.0,18,9016.0,0
C1,1848,Owned,Individual,24,24,No,X5,1.0,3.0,18,8918.0,1
C9,3762,Owned,Individual,26,26,No,X4,3.0,3.0,10,6410.0,0
C6,1251,Rented,Individual,24,24,No,X6,2.0,1.0,12,4536.0,1
C15,1404,Owned,Joint,58,18,No,X5,,,22,29374.8,0
C26,1049,Owned,Individual,51,51,No,X2,14+,3.0,18,12342.0,0
C6,1595,Rented,Joint,55,50,Yes,X1,,,13,17056.0,1
C1,826,Owned,Individual,75,75,No,X6,3.0,2.0,17,18088.0,1
C13,176,Owned,Individual,40,40,No,X2,,,17,12020.0,0
C3,2205,Owned,Joint,53,51,Yes,,7.0,3.0,9,15699.6,1
C33,2757,Owned,Individual,49,49,No,X4,1.0,4.0,17,17004.0,1
C2,562,Owned,Joint,73,65,Yes,X3,2.0,3.0,21,29209.6,1
C1,3470,Owned,Individual,75,75,No,X1,9.0,3.0,18,18592.0,0
C6,400,Owned,Individual,50,50,No,X1,4.0,3.0,17,15444.0,0
C2,4495,Rented,Individual,20,20,No,X2,,,22,9072.0,1
C3,851,Owned,Joint,64,32,No,,7.0,1.0,9,26572.8,0
C13,2621,Owned,Individual,31,31,No,X1,11.0,1.0,19,6120.0,0
C2,4130,Rented,Individual,22,22,No,X1,1.0,4.0,11,11664.0,0
C14,1675,Owned,Individual,67,67,No,X1,,,21,15024.0,0
C11,1359,Owned,Individual,35,35,No,X4,13.0,3.0,10,12620.0,1
C15,2798,Rented,Individual,35,35,No,X3,7.0,2.0,22,14040.0,1
C4,2615,Rented,Individual,65,65,No,X1,,,6,17976.0,0
C4,1153,Rented,Individual,23,23,No,X2,,,5,6550.0,1
C1,1084,Rented,Individual,22,22,No,X2,,,21,9282.0,0
C16,509,Rented,Individual,22,22,No,X3,,,20,5128.0,0
C18,3451,Owned,Joint,55,51,Yes,X3,,,16,25048.8,1
C10,1780,Rented,Individual,49,49,No,X1,4.0,1.0,19,13340.0,0
C1,741,Owned,Joint,35,33,Yes,X4,,,12,17063.2,0
C26,452,Rented,Joint,51,50,Yes,,2.0,4.0,17,18788.0,1
C4,151,Rented,Individual,22,22,No,X2,,,10,10432.0,0
C3,28,Rented,Individual,22,22,No,X1,,,16,10720.0,0
C1,1890,Owned,Joint,74,72,Yes,X3,5.0,1.0,19,24024.0,0
C3,2593,Owned,Individual,45,45,No,X4,1.0,3.0,18,12460.0,0
C3,707,Rented,Individual,29,29,No,X1,7.0,4.0,14,7740.0,1
C10,193,Rented,Individual,54,54,No,X4,14.0,2.0,20,16896.0,1
C6,535,Rented,Individual,26,26,No,X1,4.0,2.0,13,5700.0,0
C6,1132,Rented,Individual,29,29,No,,5.0,3.0,9,5112.0,0
C11,315,Owned,Joint,59,52,Yes,X1,,,10,26442.0,0
C2,316,Rented,Individual,39,39,No,X5,3.0,3.0,21,15510.0,0
C3,2652,Rented,Individual,25,25,No,,1.0,1.0,16,10432.0,0
C1,27,Owned,Joint,72,67,Yes,X4,4.0,3.0,7,30048.0,1
C3,41,Rented,Individual,29,29,No,,7.0,1.0,16,7560.0,1
C3,1069,Rented,Joint,33,27,Yes,X1,,,19,13708.8,1
C4,3805,Owned,Individual,57,57,No,X8,2.0,3.0,2,13936.0,0
C1,3216,Rented,Individual,23,23,No,X3,,,21,8556.0,0
C22,472,Rented,Joint,30,27,Yes,X3,2.0,3.0,22,10872.0,0
C12,288,Owned,Individual,63,63,No,X2,3.0,3.0,1,16680.0,0
C2,117,Rented,Individual,38,38,No,X1,4.0,1.0,16,13620.0,1
C1,469,Owned,Individual,65,65,No,,14+,1.0,19,17528.0,1
C1,99,Rented,Individual,31,31,No,X3,,,5,11248.0,0
C12,2455,Rented,Individual,22,22,No,X3,,,2,9268.0,0
C2,949,Rented,Individual,21,21,No,X1,,,15,4856.0,1
C2,1082,Rented,Individual,58,58,No,X2,,,18,11980.0,1
C23,1180,Owned,Individual,63,63,No,X1,4.0,1.0,13,18336.0,0
C16,2271,Rented,Individual,22,22,No,X3,,,19,9808.0,0
C4,968,Rented,Individual,23,23,No,X1,,,10,8806.0,0
C6,31,Owned,Joint,22,21,Yes,,,,21,7644.0,0
C1,1437,Owned,Individual,75,75,No,X1,,,19,20192.0,0
C4,3023,Owned,Individual,74,74,No,X1,2.0,3.0,18,20026.0,1
C5,113,Owned,Individual,58,58,No,X2,,,20,14448.0,1
C7,2281,Rented,Individual,26,26,No,X2,,,19,8220.0,1
C14,5212,Rented,Individual,25,25,No,,,,20,11772.0,1
C16,1739,Rented,Individual,34,34,No,,1.0,1.0,22,8498.0,0
C9,1302,Rented,Individual,22,22,No,X3,,,17,9422.0,0
C7,1222,Owned,Joint,35,33,Yes,X2,,,20,19392.0,0
C4,1370,Rented,Individual,28,28,No,X2,,,18,6040.0,1
C5,514,Owned,Individual,56,56,No,X1,,,20,15216.0,1
